"","D.Item.AOM","D.Item.Root.Comp.Proc_Major_low","D.Item","B.Code","A.Level.Name","Time","D.Type","D.Item.Group","D.Source","D.Process.Mech","D.Process.Chem","D.Process.Bio","D.Process.Therm","D.Process.Dehy","D.Process.Other","D.Amount","D.Unit.Amount","D.Unit.Time","D.Unit.Animals","DC.Is.Dry","D.Ad.lib","D.Day.Start","D.Day.End","D.Notes","row_index","D.ItemxProcess","D.ItemxProcess_original","is_entire_diet","is_group","D.Item.Proc_Major","D.Item.Proc_All","D.Item.Root.Comp.Proc_Major","D.Item.Root.Other.Comp.Proc_All","D.Item.Root.Comp","D.Item.Comp","AOM.Terms","AOM.Scientific.Name","D.Item.Is.Tree"
"2508","AOM_000579","rice straw","Rice Straw","BO1079","CSL 0%","99999","Crop Byproduct",NA,NA,NA,NA,NA,NA,NA,NA,30,"% Diet","day","individual",NA,NA,NA,NA,NA,29,"Rice Straw","Rice Straw",FALSE,FALSE,"","","Rice Straw","Rice Straw","Rice Straw","Straw","Crop Byproduct/Cereal ByProducts/Rice/Rice Straw","Oryza sativa",FALSE
"2509","AOM_006331","agrivate","Agrivate","BO1079","CSL 0%","99999","Other Ingredients",NA,NA,NA,NA,NA,NA,NA,NA,0.5,"% Diet","day","individual",NA,NA,NA,NA,NA,30,"Agrivate","Agrivate",FALSE,FALSE,"","","Agrivate","Agrivate","Agrivate",NA,"Supplement/Mineral/Agrivate",NA,FALSE
"2510","AOM_000772","salt","Sodium Chloride","BO1079","CSL 0%","99999","Supplement",NA,NA,NA,NA,NA,NA,NA,NA,1,"% Diet","day","individual",NA,NA,NA,NA,NA,31,"Sodium Chloride","Sodium Chloride",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"2511","AOM_000760","lime","Limestone","BO1079","CSL 0%","99999","Supplement",NA,NA,NA,NA,NA,NA,NA,NA,1.5,"% Diet","day","individual",NA,NA,NA,NA,NA,32,"Limestone","Limestone",FALSE,FALSE,"","","Lime","Lime","Lime",NA,"Supplement/Mineral/Lime",NA,FALSE
"2512","AOM_000648","maize","Corn Steep Liquor","BO1079","CSL 10%","99999","Crop Byproduct",NA,"Purchased",NA,NA,NA,NA,NA,NA,2.5,"% Diet","day","individual",NA,NA,NA,NA,NA,33,"Corn Steep Liquor","Corn Steep Liquor",FALSE,FALSE,"","","Maize","Maize","Maize",NA,"Crop Product/Cereal Products/Maize","Zea mays",FALSE
"2513","AOM_000579","rice straw","Rice Straw","BO1079","CSL 10%","99999","Crop Byproduct",NA,NA,NA,NA,NA,NA,NA,NA,34.6,"% Diet","day","individual",NA,NA,NA,NA,NA,34,"Rice Straw","Rice Straw",FALSE,FALSE,"","","Rice Straw","Rice Straw","Rice Straw","Straw","Crop Byproduct/Cereal ByProducts/Rice/Rice Straw","Oryza sativa",FALSE
"2514","AOM_006331","agrivate","Agrivate","BO1079","CSL 10%","99999","Other Ingredients",NA,NA,NA,NA,NA,NA,NA,NA,0.5,"% Diet","day","individual",NA,NA,NA,NA,NA,35,"Agrivate","Agrivate",FALSE,FALSE,"","","Agrivate","Agrivate","Agrivate",NA,"Supplement/Mineral/Agrivate",NA,FALSE
"2515","AOM_000772","salt","Sodium Chloride","BO1079","CSL 10%","99999","Supplement",NA,NA,NA,NA,NA,NA,NA,NA,1,"% Diet","day","individual",NA,NA,NA,NA,NA,36,"Sodium Chloride","Sodium Chloride",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"2516","AOM_000760","lime","Limestone","BO1079","CSL 10%","99999","Supplement",NA,NA,NA,NA,NA,NA,NA,NA,1.5,"% Diet","day","individual",NA,NA,NA,NA,NA,37,"Limestone","Limestone",FALSE,FALSE,"","","Lime","Lime","Lime",NA,"Supplement/Mineral/Lime",NA,FALSE
"2517","AOM_000648","maize","Corn Steep Liquor","BO1079","CSL 20%","99999","Crop Byproduct",NA,"Purchased",NA,NA,NA,NA,NA,NA,5,"% Diet","day","individual",NA,NA,NA,NA,NA,38,"Corn Steep Liquor","Corn Steep Liquor",FALSE,FALSE,"","","Maize","Maize","Maize",NA,"Crop Product/Cereal Products/Maize","Zea mays",FALSE
"2518","AOM_000579","rice straw","Rice Straw","BO1079","CSL 20%","99999","Crop Byproduct",NA,NA,NA,NA,NA,NA,NA,NA,38.9,"% Diet","day","individual",NA,NA,NA,NA,NA,39,"Rice Straw","Rice Straw",FALSE,FALSE,"","","Rice Straw","Rice Straw","Rice Straw","Straw","Crop Byproduct/Cereal ByProducts/Rice/Rice Straw","Oryza sativa",FALSE
"2519","AOM_006331","agrivate","Agrivate","BO1079","CSL 20%","99999","Other Ingredients",NA,NA,NA,NA,NA,NA,NA,NA,0.5,"% Diet","day","individual",NA,NA,NA,NA,NA,40,"Agrivate","Agrivate",FALSE,FALSE,"","","Agrivate","Agrivate","Agrivate",NA,"Supplement/Mineral/Agrivate",NA,FALSE
"2520","AOM_000772","salt","Sodium Chloride","BO1079","CSL 20%","99999","Supplement",NA,NA,NA,NA,NA,NA,NA,NA,1,"% Diet","day","individual",NA,NA,NA,NA,NA,41,"Sodium Chloride","Sodium Chloride",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"2521","AOM_000760","lime","Limestone","BO1079","CSL 20%","99999","Supplement",NA,NA,NA,NA,NA,NA,NA,NA,1.5,"% Diet","day","individual",NA,NA,NA,NA,NA,42,"Limestone","Limestone",FALSE,FALSE,"","","Lime","Lime","Lime",NA,"Supplement/Mineral/Lime",NA,FALSE
"2522","AOM_000648","maize","Corn Steep Liquor","BO1079","CSL 30%","99999","Crop Byproduct",NA,"Purchased",NA,NA,NA,NA,NA,NA,7.5,"% Diet","day","individual",NA,NA,NA,NA,NA,43,"Corn Steep Liquor","Corn Steep Liquor",FALSE,FALSE,"","","Maize","Maize","Maize",NA,"Crop Product/Cereal Products/Maize","Zea mays",FALSE
"2523","AOM_000579","rice straw","Rice Straw","BO1079","CSL 30%","99999","Crop Byproduct",NA,NA,NA,NA,NA,NA,NA,NA,43.6,"% Diet","day","individual",NA,NA,NA,NA,NA,44,"Rice Straw","Rice Straw",FALSE,FALSE,"","","Rice Straw","Rice Straw","Rice Straw","Straw","Crop Byproduct/Cereal ByProducts/Rice/Rice Straw","Oryza sativa",FALSE
"2524","AOM_006331","agrivate","Agrivate","BO1079","CSL 30%","99999","Other Ingredients",NA,NA,NA,NA,NA,NA,NA,NA,0.5,"% Diet","day","individual",NA,NA,NA,NA,NA,45,"Agrivate","Agrivate",FALSE,FALSE,"","","Agrivate","Agrivate","Agrivate",NA,"Supplement/Mineral/Agrivate",NA,FALSE
"2525","AOM_000772","salt","Sodium Chloride","BO1079","CSL 30%","99999","Supplement",NA,NA,NA,NA,NA,NA,NA,NA,1,"% Diet","day","individual",NA,NA,NA,NA,NA,46,"Sodium Chloride","Sodium Chloride",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"2526","AOM_000760","lime","Limestone","BO1079","CSL 30%","99999","Supplement",NA,NA,NA,NA,NA,NA,NA,NA,1.5,"% Diet","day","individual",NA,NA,NA,NA,NA,47,"Limestone","Limestone",FALSE,FALSE,"","","Lime","Lime","Lime",NA,"Supplement/Mineral/Lime",NA,FALSE
"2527","AOM_001582","soybean","Soybean","BO1080","Diet 1","99999","Crop Product",NA,"Unspecified",NA,NA,NA,NA,NA,NA,390,"g","day","individual",NA,NA,NA,NA,NA,3,"Soybean","Soybean",FALSE,FALSE,"","","Soybean","Soybean","Soybean",NA,"Crop Product/Legume Products/Soybean","Glycine max",FALSE
"2528","AOM_001582","soybean","Soybean","BO1080","Diet 3","99999","Crop Product",NA,"Unspecified",NA,NA,NA,NA,NA,NA,182,"g","day","individual",NA,NA,NA,NA,NA,4,"Soybean","Soybean",FALSE,FALSE,"","","Soybean","Soybean","Soybean",NA,"Crop Product/Legume Products/Soybean","Glycine max",FALSE
"2529","AOM_001582","soybean","Soybean","BO1080","Diet 4","99999","Crop Product",NA,"Unspecified",NA,NA,NA,NA,NA,NA,268,"g","day","individual",NA,NA,NA,NA,NA,5,"Soybean","Soybean",FALSE,FALSE,"","","Soybean","Soybean","Soybean",NA,"Crop Product/Legume Products/Soybean","Glycine max",FALSE
"2530","AOM_002000","noug seed cake","Noug Cake","BO1080","Diet 2","99999","Crop Byproduct",NA,"Unspecified",NA,NA,NA,NA,NA,NA,530,"g","day","individual",NA,NA,NA,NA,NA,6,"Noug Cake","Noug Cake",FALSE,FALSE,"","","Noug Seed Cake","Noug Seed Cake","Noug Seed Cake","Seed Cake","Crop Byproduct/Oil Plant ByProducts/Noug/Noug Seed Cake","Guizotia abyssinica",FALSE
"2531","AOM_002000","noug seed cake","Noug Cake","BO1080","Diet 3","99999","Crop Byproduct",NA,"Unspecified",NA,NA,NA,NA,NA,NA,268,"g","day","individual",NA,NA,NA,NA,NA,7,"Noug Cake","Noug Cake",FALSE,FALSE,"","","Noug Seed Cake","Noug Seed Cake","Noug Seed Cake","Seed Cake","Crop Byproduct/Oil Plant ByProducts/Noug/Noug Seed Cake","Guizotia abyssinica",FALSE
"2532","AOM_002000","noug seed cake","Noug Cake","BO1080","Diet 4","99999","Crop Byproduct",NA,"Unspecified",NA,NA,NA,NA,NA,NA,134,"g","day","individual",NA,NA,NA,NA,NA,8,"Noug Cake","Noug Cake",FALSE,FALSE,"","","Noug Seed Cake","Noug Seed Cake","Noug Seed Cake","Seed Cake","Crop Byproduct/Oil Plant ByProducts/Noug/Noug Seed Cake","Guizotia abyssinica",FALSE
"2533","AOM_000698","natural pasture dried","Natural Pasture","BO1080","Diet 2","99999","Forage Plants","Base","Unspecified",NA,NA,NA,NA,"Dried",NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",1,"Natural Pasture||Drying","Natural Pasture||Drying",FALSE,FALSE,"Dried","Dried","Natural Pasture Dried","Natural Pasture Dried","Natural Pasture",NA,"Forage Plants/Cereal and Grass Forages/Pasture/Natural Pasture/Natural Pasture Dried",NA,FALSE
"2534","AOM_000649","maize grain","Maize Grain","BO1080","Diet 2","99999","Crop Product","Base","Unspecified",NA,NA,NA,NA,NA,NA,2500,"g","day","individual",NA,NA,NA,NA,NA,2,"Maize Grain","Maize Grain",FALSE,FALSE,"","","Maize Grain","Maize Grain","Maize Grain","Grain","Crop Product/Cereal Products/Maize/Maize Grain","Zea mays",FALSE
"2535","AOM_001922","water","Water","BO1080","Diet 2","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",9,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"2536","AOM_000766","mineral lick","Mineral Lick","BO1080","Diet 2","99999","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",10,"Mineral Lick","Mineral Lick",FALSE,FALSE,"","","Mineral Lick","Mineral Lick","Mineral Lick","Lick","Supplement/Mineral/Mineral Lick",NA,FALSE
"2537","AOM_000698","natural pasture dried","Natural Pasture","BO1080","Diet 2","99999","Forage Plants","Base","Unspecified",NA,NA,NA,NA,"Dried",NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",1,"Natural Pasture||Drying","Natural Pasture||Drying",FALSE,FALSE,"Dried","Dried","Natural Pasture Dried","Natural Pasture Dried","Natural Pasture",NA,"Forage Plants/Cereal and Grass Forages/Pasture/Natural Pasture/Natural Pasture Dried",NA,FALSE
"2538","AOM_000649","maize grain","Maize Grain","BO1080","Diet 2","99999","Crop Product","Base","Unspecified",NA,NA,NA,NA,NA,NA,2500,"g","day","individual",NA,NA,NA,NA,NA,2,"Maize Grain","Maize Grain",FALSE,FALSE,"","","Maize Grain","Maize Grain","Maize Grain","Grain","Crop Product/Cereal Products/Maize/Maize Grain","Zea mays",FALSE
"2539","AOM_001922","water","Water","BO1080","Diet 2","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",9,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"2540","AOM_000766","mineral lick","Mineral Lick","BO1080","Diet 2","99999","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",10,"Mineral Lick","Mineral Lick",FALSE,FALSE,"","","Mineral Lick","Mineral Lick","Mineral Lick","Lick","Supplement/Mineral/Mineral Lick",NA,FALSE
"2541","AOM_000698","natural pasture dried","Natural Pasture","BO1080","Diet 2","99999","Forage Plants","Base","Unspecified",NA,NA,NA,NA,"Dried",NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",1,"Natural Pasture||Drying","Natural Pasture||Drying",FALSE,FALSE,"Dried","Dried","Natural Pasture Dried","Natural Pasture Dried","Natural Pasture",NA,"Forage Plants/Cereal and Grass Forages/Pasture/Natural Pasture/Natural Pasture Dried",NA,FALSE
"2542","AOM_000649","maize grain","Maize Grain","BO1080","Diet 2","99999","Crop Product","Base","Unspecified",NA,NA,NA,NA,NA,NA,2500,"g","day","individual",NA,NA,NA,NA,NA,2,"Maize Grain","Maize Grain",FALSE,FALSE,"","","Maize Grain","Maize Grain","Maize Grain","Grain","Crop Product/Cereal Products/Maize/Maize Grain","Zea mays",FALSE
"2543","AOM_001922","water","Water","BO1080","Diet 2","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",9,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"2544","AOM_000766","mineral lick","Mineral Lick","BO1080","Diet 2","99999","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",10,"Mineral Lick","Mineral Lick",FALSE,FALSE,"","","Mineral Lick","Mineral Lick","Mineral Lick","Lick","Supplement/Mineral/Mineral Lick",NA,FALSE
"2545","AOM_000698","natural pasture dried","Natural Pasture","BO1080","Diet 2","99999","Forage Plants","Base","Unspecified",NA,NA,NA,NA,"Dried",NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",1,"Natural Pasture||Drying","Natural Pasture||Drying",FALSE,FALSE,"Dried","Dried","Natural Pasture Dried","Natural Pasture Dried","Natural Pasture",NA,"Forage Plants/Cereal and Grass Forages/Pasture/Natural Pasture/Natural Pasture Dried",NA,FALSE
"2546","AOM_000649","maize grain","Maize Grain","BO1080","Diet 2","99999","Crop Product","Base","Unspecified",NA,NA,NA,NA,NA,NA,2500,"g","day","individual",NA,NA,NA,NA,NA,2,"Maize Grain","Maize Grain",FALSE,FALSE,"","","Maize Grain","Maize Grain","Maize Grain","Grain","Crop Product/Cereal Products/Maize/Maize Grain","Zea mays",FALSE
"2547","AOM_001922","water","Water","BO1080","Diet 2","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",9,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"2548","AOM_000766","mineral lick","Mineral Lick","BO1080","Diet 2","99999","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum","day","individual",NA,"Yes",NA,NA,"unspecified",10,"Mineral Lick","Mineral Lick",FALSE,FALSE,"","","Mineral Lick","Mineral Lick","Mineral Lick","Lick","Supplement/Mineral/Mineral Lick",NA,FALSE
"2549","AOM_002030","yam peels dried ground","Yam Peels","BO1081","20% YPM","99999","Crop Byproduct",NA,"Purchased","Ground",NA,NA,NA,"Dried",NA,40,"g","day","individual",NA,NA,NA,NA,NA,2,"Yam Peels||Hammer Milling||Drying","Yam Peels||Hammer Milling||Drying",FALSE,FALSE,"Dried Ground","Dried Ground","Yam Peels Dried Ground","Yam Peels Dried Ground","Yam Peels","Peels","Crop Byproduct/Roots and Tuber ByProducts/Yam/Yam Peels/Yam Peels Dried Ground","Dioscorea",FALSE
"2550","AOM_002030","yam peels dried ground","Yam Peels","BO1081","40% YPM","99999","Crop Byproduct",NA,"Purchased","Ground",NA,NA,NA,"Dried",NA,80,"g","day","individual",NA,NA,NA,NA,NA,3,"Yam Peels||Hammer Milling||Drying","Yam Peels||Hammer Milling||Drying",FALSE,FALSE,"Dried Ground","Dried Ground","Yam Peels Dried Ground","Yam Peels Dried Ground","Yam Peels","Peels","Crop Byproduct/Roots and Tuber ByProducts/Yam/Yam Peels/Yam Peels Dried Ground","Dioscorea",FALSE
"2551","AOM_002030","yam peels dried ground","Yam Peels","BO1081","60% YPM","99999","Crop Byproduct",NA,"Purchased","Ground",NA,NA,NA,"Dried",NA,120,"g","day","individual",NA,NA,NA,NA,NA,4,"Yam Peels||Hammer Milling||Drying","Yam Peels||Hammer Milling||Drying",FALSE,FALSE,"Dried Ground","Dried Ground","Yam Peels Dried Ground","Yam Peels Dried Ground","Yam Peels","Peels","Crop Byproduct/Roots and Tuber ByProducts/Yam/Yam Peels/Yam Peels Dried Ground","Dioscorea",FALSE
"2552","AOM_000648","maize","Maize","BO1081","0% YPM","99999","Crop Product",NA,"Purchased",NA,NA,NA,NA,NA,NA,120,"g","day","individual",NA,NA,NA,NA,NA,5,"Maize","Maize",FALSE,FALSE,"","","Maize","Maize","Maize",NA,"Crop Product/Cereal Products/Maize","Zea mays",FALSE
"2553","AOM_000648","maize","Maize","BO1081","20% YPM","99999","Crop Product",NA,"Purchased",NA,NA,NA,NA,NA,NA,80,"g","day","individual",NA,NA,NA,NA,NA,6,"Maize","Maize",FALSE,FALSE,"","","Maize","Maize","Maize",NA,"Crop Product/Cereal Products/Maize","Zea mays",FALSE
"2554","AOM_000648","maize","Maize","BO1081","40% YPM","99999","Crop Product",NA,"Purchased",NA,NA,NA,NA,NA,NA,40,"g","day","individual",NA,NA,NA,NA,NA,7,"Maize","Maize",FALSE,FALSE,"","","Maize","Maize","Maize",NA,"Crop Product/Cereal Products/Maize","Zea mays",FALSE
"2555","AOM_000794","minerals and vitamins mix","Minerals and Vitamins Premix","BO1081","0% YPM","99999","Supplement",NA,"Purchased",NA,NA,NA,NA,NA,NA,2,"g","day","individual",NA,NA,NA,NA,NA,12,"Minerals and Vitamins Premix","Minerals and Vitamins Premix",FALSE,FALSE,"","","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Mix","Supplement/Mixture/Minerals and Vitamins Mix",NA,FALSE
"2556","AOM_000794","minerals and vitamins mix","Minerals and Vitamins Premix","BO1081","20% YPM","99999","Supplement",NA,"Purchased",NA,NA,NA,NA,NA,NA,2,"g","day","individual",NA,NA,NA,NA,NA,13,"Minerals and Vitamins Premix","Minerals and Vitamins Premix",FALSE,FALSE,"","","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Mix","Supplement/Mixture/Minerals and Vitamins Mix",NA,FALSE
"2557","AOM_000794","minerals and vitamins mix","Minerals and Vitamins Premix","BO1081","40% YPM","99999","Supplement",NA,"Purchased",NA,NA,NA,NA,NA,NA,2,"g","day","individual",NA,NA,NA,NA,NA,14,"Minerals and Vitamins Premix","Minerals and Vitamins Premix",FALSE,FALSE,"","","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Mix","Supplement/Mixture/Minerals and Vitamins Mix",NA,FALSE
"2558","AOM_000794","minerals and vitamins mix","Minerals and Vitamins Premix","BO1081","60% YPM","99999","Supplement",NA,"Purchased",NA,NA,NA,NA,NA,NA,2,"g","day","individual",NA,NA,NA,NA,NA,15,"Minerals and Vitamins Premix","Minerals and Vitamins Premix",FALSE,FALSE,"","","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Mix","Supplement/Mixture/Minerals and Vitamins Mix",NA,FALSE
"2559","AOM_001407","panicum maximum","Panicum maximum","BO1081","0% YPM","99999","Forage Plants","Base","On-farm",NA,NA,NA,NA,NA,NA,3,"% Body Mass","day","individual",NA,NA,NA,NA,NA,1,"Panicum maximum","Panicum maximum",FALSE,FALSE,"","","Panicum maximum","Panicum maximum","Panicum maximum",NA,"Forage Plants/Cereal and Grass Forages/Panicum maximum","Panicum maximum",FALSE
"2560","AOM_001638","palm kernel cake","Palm Kernel Cake","BO1081","0% YPM","99999","Crop Byproduct","Base","Purchased",NA,NA,NA,NA,NA,NA,44,"g","day","individual",NA,NA,NA,NA,NA,8,"Palm Kernel Cake","Palm Kernel Cake",FALSE,FALSE,"","","Palm Kernel Cake","Palm Kernel Cake","Palm Kernel Cake","Kernel Cake","Crop Byproduct/Oil Plant ByProducts/Palm/Palm Kernel/Palm Kernel Cake","Arecaceae",FALSE
"2561","AOM_000539","bone ground","Bone","BO1081","0% YPM","99999","Animal Byproduct","Base","Purchased","Ground",NA,NA,NA,NA,NA,2,"g","day","individual",NA,NA,NA,NA,NA,9,"Bone||Grinding","Bone||Grinding",FALSE,FALSE,"Ground","Ground","Bone Ground","Bone Ground","Bone",NA,"Animal Byproduct/Bone/Bone Ground",NA,FALSE
"2562","AOM_000589","wheat offal","Wheat Offal","BO1081","0% YPM","99999","Crop Byproduct","Base","Purchased",NA,NA,NA,NA,NA,NA,15,"g","day","individual",NA,NA,NA,NA,NA,10,"Wheat Offal","Wheat Offal",FALSE,FALSE,"","","Wheat Offal","Wheat Offal","Wheat Offal","Offal","Crop Byproduct/Cereal ByProducts/Wheat/Wheat Offal","Triticum aestivum",FALSE
"2563","AOM_001254","groundnut cake","Groundnut Cake","BO1081","0% YPM","99999","Crop Byproduct","Base","Purchased",NA,NA,NA,NA,NA,NA,16,"g","day","individual",NA,NA,NA,NA,NA,11,"Groundnut Cake","Groundnut Cake",FALSE,FALSE,"","","Groundnut Cake","Groundnut Cake","Groundnut Cake","Cake","Crop Byproduct/Legume ByProducts/Groundnut/Groundnut Cake","Arachis hypogaea",FALSE
"2564","AOM_000772","salt","Salt","BO1081","0% YPM","99999","Other Ingredients","Base","Purchased",NA,NA,NA,NA,NA,NA,1,"g","day","individual",NA,NA,NA,NA,NA,16,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"2565","AOM_001922","water","Water","BO1081","0% YPM","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum","day","individual",NA,NA,NA,NA,"unspecified",17,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"2566","AOM_001407","panicum maximum","Panicum maximum","BO1081","0% YPM","99999","Forage Plants","Base","On-farm",NA,NA,NA,NA,NA,NA,3,"% Body Mass","day","individual",NA,NA,NA,NA,NA,1,"Panicum maximum","Panicum maximum",FALSE,FALSE,"","","Panicum maximum","Panicum maximum","Panicum maximum",NA,"Forage Plants/Cereal and Grass Forages/Panicum maximum","Panicum maximum",FALSE
"2567","AOM_001638","palm kernel cake","Palm Kernel Cake","BO1081","0% YPM","99999","Crop Byproduct","Base","Purchased",NA,NA,NA,NA,NA,NA,44,"g","day","individual",NA,NA,NA,NA,NA,8,"Palm Kernel Cake","Palm Kernel Cake",FALSE,FALSE,"","","Palm Kernel Cake","Palm Kernel Cake","Palm Kernel Cake","Kernel Cake","Crop Byproduct/Oil Plant ByProducts/Palm/Palm Kernel/Palm Kernel Cake","Arecaceae",FALSE
"2568","AOM_000539","bone ground","Bone","BO1081","0% YPM","99999","Animal Byproduct","Base","Purchased","Ground",NA,NA,NA,NA,NA,2,"g","day","individual",NA,NA,NA,NA,NA,9,"Bone||Grinding","Bone||Grinding",FALSE,FALSE,"Ground","Ground","Bone Ground","Bone Ground","Bone",NA,"Animal Byproduct/Bone/Bone Ground",NA,FALSE
"2569","AOM_000589","wheat offal","Wheat Offal","BO1081","0% YPM","99999","Crop Byproduct","Base","Purchased",NA,NA,NA,NA,NA,NA,15,"g","day","individual",NA,NA,NA,NA,NA,10,"Wheat Offal","Wheat Offal",FALSE,FALSE,"","","Wheat Offal","Wheat Offal","Wheat Offal","Offal","Crop Byproduct/Cereal ByProducts/Wheat/Wheat Offal","Triticum aestivum",FALSE
"2570","AOM_001254","groundnut cake","Groundnut Cake","BO1081","0% YPM","99999","Crop Byproduct","Base","Purchased",NA,NA,NA,NA,NA,NA,16,"g","day","individual",NA,NA,NA,NA,NA,11,"Groundnut Cake","Groundnut Cake",FALSE,FALSE,"","","Groundnut Cake","Groundnut Cake","Groundnut Cake","Cake","Crop Byproduct/Legume ByProducts/Groundnut/Groundnut Cake","Arachis hypogaea",FALSE
"2571","AOM_000772","salt","Salt","BO1081","0% YPM","99999","Other Ingredients","Base","Purchased",NA,NA,NA,NA,NA,NA,1,"g","day","individual",NA,NA,NA,NA,NA,16,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"2572","AOM_001922","water","Water","BO1081","0% YPM","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum","day","individual",NA,NA,NA,NA,"unspecified",17,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
